Domain	Function	Head	Negator	Aux	Aux_stem	Subj	Subj_stem	Role	Utterance	Age
theory of mind	epistemic	know	n't	do	do	I	I	Father	is he crying I do n't know	33
theory of mind	epistemic	know	n't	do	do	I	I	Father	I do n't know	33
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know	33
theory of mind	epistemic	think	n't	do	do	I	I	Father	I do n't think so	33
theory of mind	epistemic	know	n't	do	do	I	I	Father	I do n't know your hand	33
theory of mind	epistemic	know	not	do	do	I	I	Target_Child	I do not know	33
theory of mind	epistemic	know	not	do	do	I	I	Target_Child	I do not know	33
theory of mind	epistemic	know	n't	do	do	you	you	Father	you do n't know	33
theory of mind	epistemic	know	n't	do	do	I	I	Father	I do n't know you can try it	33
theory of mind	epistemic	know	n't	do	do	I	I	Father	I do n't know is he swimming in the police garage	33
theory of mind	epistemic	know	n't	do	do	I	I	Father	I do n't know what is it	33
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think I need	49
theory of mind	epistemic	know	n't	did	do	I	I	Target_Child	I did n't know it was full of these	49
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think so Thomas	49
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know	49
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know that anything is	49
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think I	49
theory of mind	epistemic	know	n't	did	do	NONE	NONE	Mother	did n't know that	49
theory of mind	epistemic	think	n't	do	do	I	I	Mother	we could but I do n't think we should	49
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think it 's the shop man that empties the post box though is it	49
theory of mind	epistemic	think	n't	do	do	I	I	Mother	well I do n't think I 'll come to your shop	49
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think Sukie wants tea does he	25
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think there are any more oranges	25
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think his shoes come off	25
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think they do	25
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think they 'll fit you	25
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think the doors open on the car	25
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think that one likes milk much	25
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think she wants any milk today	25
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think it is	25
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think there is a crocodile here	25
theory of mind	epistemic	think	n't	do	do	I	I	Mother	there are n't anymore bananas I do n't think	25
theory of mind	epistemic	know	n't	do	do	I	I	Father	I do n't know	28
theory of mind	epistemic	know	n't	do	do	what	what	Mother	oh what 're these I do n't know let 's look	24
theory of mind	epistemic	know	n't	did	do	I	I	Mother	oh is it for the baby oh she 's hungry I did n't know	24
theory of mind	epistemic	know	n't	do	do	it	it	Mother	where 'd it go I do n't know	24
theory of mind	epistemic	know	n't	do	do	I	I	Mother	oh I do n't know if that 's gon na fit I think we haf ta put the icecream on the cone	24
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think the sushi fits	24
theory of mind	epistemic	think	n't	do	do	I	I	Mother	what 's here let 's take the shoe out of the pot I do n't think that we should cook the shoe	24
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think we should cook that icecream either	24
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think so yet	18
theory of mind	epistemic	remember	n't	do	do	I	I	Mother	I do n't remember my	18
theory of mind	epistemic	remember	n't	do	do	I	I	Mother	I have an older kid but I do n't remember when he learned	18
theory of mind	epistemic	think	n't	do	do	she	she	Mother	but I do n't think she sees me make them very often	18
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know	36
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know	36
theory of mind	epistemic	know	n't	do	do	NONE	NONE	Target_Child	do n't know	36
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know	36
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know	36
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know	36
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think he throw it	36
theory of mind	epistemic	think	n't	do	do	I	I	Mother	that 's not the first page I do n't think	36
theory of mind	epistemic	know	n't	do	do	NONE	NONE	Mother	do n't know	36
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know	36
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know what all their names are	36
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know	36
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know	36
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know	36
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know darling	36
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know	36
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know where it is	36
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know	36
theory of mind	epistemic	know	n't	does	do	Mummy	Mummy	Mother	Mummy does n't know a lot does she	36
theory of mind	epistemic	know	n't	do	do	NONE	NONE	Target_Child	do n't know	36
theory of mind	epistemic	know	n't	do	do	NONE	NONE	Target_Child	do n't know	36
theory of mind	epistemic	think	not	NONE	NONE	you	you	Mother	you not think it 's purple	36
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know	36
theory of mind	epistemic	know	n't	do	do	NONE	NONE	Mother	do n't know where she 's going	36
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know	36
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know but	36
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know why	36
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know honey	45
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know	45
theory of mind	epistemic	think	n't	do	do	I	I	Mother	nope I do n't think that goes there	45
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think that 'll fit there it 's too small	45
theory of mind	epistemic	think	n't	do	do	I	I	Mother	at least I do n't think so	45
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know	45
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know	45
theory of mind	epistemic	know	n't	do	do	you	you	Mother	you do n't know that yet	23
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know where it is	23
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know what you want me to do with this	23
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I see it but I do n't know	23
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know where the ball went	23
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know	23
theory of mind	epistemic	know	n't	does	do	it	it	Father	because it does n't know how huh	37
theory of mind	epistemic	think	n't	do	do	you	you	Father	you do n't think	37
theory of mind	epistemic	think	n't	do	do	you	you	Father	you do n't think it 's going to do well	37
theory of mind	epistemic	think	n't	do	do	I	I	Target_Child	I do n't think it needs anymore	37
theory of mind	epistemic	know	n't	do	do	I	I	Father	I do n't know	37
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know	37
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know	37
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know	37
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know	37
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know	37
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know	37
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know	37
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know	37
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think so you wan na try again	22
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know	22
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know where the ball went	22
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know	22
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know	30
theory of mind	epistemic	know	n't	do	do	you	you	Mother	you do n't know	30
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think you left it in here	30
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know	30
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think that 's a crocodile	30
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think it would be though because I do n't think he 'd be watching them put the decorations up	30
theory of mind	epistemic	think	n't	do	do	he	he	Mother	I do n't think it would be though because I do n't think he 'd be watching them put the decorations up	30
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know	30
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know	30
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think it does	30
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think that looks right	30
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think it looks right to me	30
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think it does	30
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know	30
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think that 's right	30
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know	30
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know	30
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think that 's right Fraser	30
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think so	30
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think so	30
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know	30
theory of mind	epistemic	think	n't	do	do	I	I	Target_Child	I do n't think so	30
theory of mind	epistemic	know	n't	do	do	NONE	NONE	Mother	do n't know	30
theory of mind	epistemic	know	n't	do	do	NONE	NONE	Mother	do n't know	30
theory of mind	epistemic	know	n't	do	do	NONE	NONE	Mother	do n't know if there 's any more	30
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know	30
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know what it is actually	30
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know	30
theory of mind	epistemic	remember	n't	ca	can	NONE	NONE	Target_Child	ca n't remember	60
theory of mind	epistemic	remember	n't	do	do	NONE	NONE	Target_Child	do n't remember	60
theory of mind	epistemic	remember	n't	ca	can	NONE	NONE	Target_Child	ca n't remember	60
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know	43
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know	43
theory of mind	epistemic	know	n't	do	do	he	he	Father	I do n't know why he ca n't	43
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know	43
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	if I do n't know what happened to Snoopy I think I 'm going to go crazy	43
theory of mind	epistemic	know	n't	do	do	I	I	Father	I do n't know	43
theory of mind	epistemic	know	n't	do	do	I	I	Father	I do n't know	43
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know	43
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know the name any more	43
theory of mind	epistemic	remember	n't	do	do	shoes	shoe	Target_Child	I do n't remember where my new running shoes are	43
theory of mind	epistemic	know	n't	does	do	she	she	Mother	the abstract stuff like she 's not seen she does n't know	24
theory of mind	epistemic	know	n't	did	do	she	she	Mother	like she did n't know the kiwi fruit	24
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think she 's not done that before yet	24
theory of mind	epistemic	remember	n't	do	do	I	I	Mother	yeah like whale I do n't remember teaching her whale but she knew it	24
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know	23
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know	23
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think the train	31
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know whether anything 'll land on it	31
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know	31
theory of mind	epistemic	know	n't	do	do	you	you	Mother	you do n't know what	31
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know where that mummie chicken	31
theory of mind	epistemic	know	n't	do	do	NONE	NONE	Target_Child	do n't know	31
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think so	31
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know whether it does	31
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think it 's spos ta	31
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know how she got there	31
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know where Anne 's gone	31
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know what this lump is on my bottom	31
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know what this lump is on my back	31
theory of mind	epistemic	think	n't	should	should	I	I	Mother	I should n't think that 's very tasty is it	31
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know what it is	31
theory of mind	epistemic	think	n't	do	do	I	I	Target_Child	and I do n't wan na sleep and I do n't think	31
theory of mind	epistemic	think	n't	do	do	I	I	Mother	I do n't think Caroline knew what the story was the first time	31
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know	28
theory of mind	epistemic	know	n't	do	do	zero	zero	Target_Child	zero do n't know	28
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know	28
theory of mind	epistemic	know	n't	do	do	you	you	Mother	you do n't know who that is	28
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know	28
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know	28
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know	28
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know	28
theory of mind	epistemic	remember	not	NONE	NONE	you	you	Mother	do you not remember	28
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know	28
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know	28
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know	28
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know	28
theory of mind	epistemic	know	n't	do	do	zero	zero	Target_Child	zero do n't know	28
theory of mind	epistemic	know	n't	do	do	zero	zero	Target_Child	zero do n't know	28
theory of mind	epistemic	know	n't	do	do	I	I	Target_Child	I do n't know	28
theory of mind	epistemic	think	n't	do	do	I	I	Mother	oh I do n't think I 'm jumping to that picture Fraser	28
theory of mind	epistemic	know	n't	do	do	I	I	Mother	I do n't know	28
theory of mind	epistemic	know	n't	do	do	zero	zero	Target_Child	zero do n't know	28
